409.845	1.446842
409.856796	1.442238
409.868592	1.448552
409.880388	1.447044
409.892184	1.464714
409.90398	1.461415
409.915776	1.472275
409.9275715	1.448964
409.939367	1.441982
409.951163	1.41886
409.9629585	1.415323
409.9747535	1.426323
409.986549	1.444522
409.9983445	1.449578
410.0101395	1.456917
410.021935	1.42177
410.03373	1.445713
410.045525	1.447566
410.05732	1.446713
410.0691145	1.476383
410.0809095	1.439042
410.0927045	1.463666
410.104499	1.451012
410.1162935	1.450782
410.128088	1.461239
410.1398825	1.452595
410.151677	1.460126
410.163471	1.473709
410.1752655	1.458919
410.1870595	1.485932
410.1988535	1.504385
410.210648	1.508824
410.2224415	1.505167
410.2342355	1.49358
410.2460295	1.537631
410.257823	1.579592
410.269617	1.603674
410.2814105	1.68844
410.293204	1.902792
410.3049975	2.316764
410.316791	3.047611
410.3285845	4.03508
410.3403775	5.133118
410.3521705	6.250481
410.363964	6.817593
410.375757	7.174006
410.38755	7.128077
410.399343	6.776683
410.4111355	6.086472
410.4229285	5.27528
410.434721	4.319493
410.4465135	3.478528
410.4583065	2.837874
410.470099	2.334061
410.481891	2.01163
410.4936835	1.787551
410.505476	1.655039
410.517268	1.57159
410.52906	1.577778
410.540852	1.551745
410.552644	1.532312
410.564436	1.521825
410.576228	1.508733
410.58802	1.504391
410.5998115	1.476542
410.611603	1.476029
410.6233945	1.492541
410.635186	1.497967
410.6469775	1.485731
410.658769	1.497026
410.6705605	1.486886
410.6823515	1.466859
410.6941425	1.426754
410.705934	1.447349
410.717725	1.437861
410.7295155	1.435901
410.7413065	1.448121
410.7530975	1.44546
410.764888	1.440681
410.776679	1.480244
410.7884695	1.46293
410.80026	1.463728
410.8120505	1.481097
410.8238405	1.487502
410.835631	1.499583
410.8474215	1.501565
410.8592115	1.505582
410.8710015	1.466911
410.8827915	1.500043
410.8945815	1.492512
410.9063715	1.485397
410.918161	1.459997
410.929951	1.442056
410.9417405	1.440927
410.95353	1.460036
410.96532	1.470253
410.977109	1.462158
410.9888985	1.489959
411.000688	1.547459
411.012477	1.56793
411.0242665	1.533779
411.0360555	1.528542
411.0478445	1.534256
411.0596335	1.529535
411.0714225	1.49639
411.083211	1.484446
411.095	1.455402
