"quantity","value"
"a_intercept_nm",0.4233946450205031
"sigma_a_nm",0.7383720900184145
"b_slope",0.9982740646455854
"sigma_b",0.0016554705381380862
"RMS_residual_nm",0.12866183510014526
"max_abs_residual_nm",0.17304311446906695
