1311.74	0.046748
1311.762146	0.047624
1311.784292	0.048342
1311.806438	0.047988
1311.828583	0.04838
1311.850727	0.048828
1311.872872	0.050185
1311.895016	0.050175
1311.917159	0.050191
1311.939302	0.050723
1311.961445	0.050882
1311.983587	0.051878
1312.005729	0.052543
1312.027871	0.053475
1312.050012	0.053773
1312.072152	0.054799
1312.094293	0.056106
1312.116432	0.058657
1312.138572	0.060308
1312.160711	0.06573
1312.18285	0.074118
1312.204988	0.098632
1312.227126	0.146719
1312.249263	0.273579
1312.271401	0.520158
1312.293537	0.918626
1312.315674	1.483846
1312.337809	2.252599
1312.359945	3.371629
1312.38208	4.585257
1312.404215	5.756785
1312.426349	6.622482
1312.448483	6.909435
1312.470616	6.437281
1312.492749	5.412517
1312.514882	4.046041
1312.537014	2.668313
1312.559146	1.584215
1312.581278	0.9069
1312.603409	0.554983
1312.62554	0.445645
1312.64767	0.494826
1312.6698	0.653896
1312.691929	0.922809
1312.714058	1.332413
1312.736187	1.820738
1312.758315	2.298703
1312.780443	2.699794
1312.802571	2.855159
1312.824698	2.693606
1312.846825	2.306747
1312.868951	1.779527
1312.891077	1.211063
1312.913202	0.746343
1312.935327	0.443377
1312.957452	0.258134
1312.979576	0.160548
1313.0017	0.109476
1313.023824	0.086075
1313.045947	0.073482
1313.06807	0.064656
1313.090192	0.060139
1313.112314	0.057563
1313.134435	0.055597
1313.156556	0.054838
1313.178677	0.052719
1313.200797	0.051664
1313.222917	0.05059
1313.245037	0.050843
1313.267156	0.049159
1313.289275	0.048689
1313.311393	0.048491
1313.333511	0.048001
1313.355628	0.047871
1313.377745	0.047806
1313.399862	0.047105
1313.421978	0.04743
1313.444094	0.046012
1313.46621	0.046511
1313.488325	0.046346
1313.51044	0.0457
1313.532554	0.045184
1313.554668	0.044668
1313.576781	0.045077
1313.598894	0.045181
1313.621007	0.044714
1313.643119	0.044834
1313.665231	0.044789
1313.687343	0.044727
1313.709454	0.044827
1313.731564	0.043935
1313.753675	0.044065
1313.775785	0.044438
1313.797894	0.044513
1313.820003	0.043861
1313.842112	0.043763
1313.86422	0.044665
1313.886328	0.044153
1313.908436	0.044993
1313.930543	0.044153
1313.952649	0.044402
1313.974756	0.04412
1313.996862	0.043841
1314.018967	0.043708
1314.041072	0.04438
1314.063177	0.044299
1314.085281	0.044889
1314.107385	0.044964
1314.129489	0.045012
1314.151592	0.045081
1314.173694	0.044578
1314.195797	0.044146
1314.217899	0.043465
1314.24	0.043484
