409.875	2.128198
409.886796	2.14203
409.898592	2.122847
409.910388	2.135067
409.922184	2.138237
409.93398	2.13654
409.945776	2.129752
409.9575715	2.122111
409.969367	2.133276
409.981163	2.134185
409.9929585	2.144613
410.0047535	2.177174
410.016549	2.163884
410.0283445	2.129963
410.0401395	2.140564
410.051935	2.118999
410.06373	2.143231
410.075525	2.158981
410.08732	2.146151
410.0991145	2.139522
410.1109095	2.146031
410.1227045	2.111101
410.134499	2.11346
410.1462935	2.153913
410.158088	2.175195
410.1698825	2.174708
410.181677	2.208827
410.193471	2.243877
410.2052655	2.335898
410.2170595	2.506254
410.228854	2.721193
410.240648	3.093281
410.252442	3.543572
410.2642355	4.016186
410.2760295	4.466636
410.287823	4.86184
410.299617	5.019581
410.3114105	5.000508
410.323204	4.842018
410.3349975	4.520774
410.346791	4.161931
410.3585845	3.901721
410.3703775	3.674241
410.3821705	3.572554
410.393964	3.601173
410.405757	3.641258
410.41755	3.568745
410.429343	3.411838
410.4411355	3.216254
410.4529285	3.046424
410.464721	2.779403
410.4765135	2.566736
410.4883065	2.473115
410.500099	2.338413
410.511891	2.271876
410.5236835	2.249967
410.535476	2.209434
410.547268	2.223655
410.55906	2.20198
410.570852	2.219421
410.582644	2.212993
410.594436	2.209385
410.606228	2.183764
410.61802	2.163293
410.6298115	2.216137
410.641603	2.221455
410.6533945	2.215232
410.665186	2.18429
410.6769775	2.154734
410.688769	2.161638
410.7005605	2.161379
410.7123515	2.18464
410.7241425	2.181289
410.735934	2.20674
410.747725	2.224265
410.7595155	2.201562
410.7713065	2.173083
410.7830975	2.195773
410.794888	2.198032
410.806679	2.191487
410.8184695	2.171318
410.83026	2.172599
410.8420505	2.159367
410.8538405	2.145087
410.865631	2.148221
410.8774215	2.15571
410.8892115	2.12691
410.9010015	2.139769
410.9127915	2.136952
410.9245815	2.149516
410.9363715	2.163014
410.948161	2.192743
410.959951	2.13619
410.9717405	2.156849
410.9835305	2.164354
410.99532	2.130366
411.007109	2.131472
411.0188985	2.134256
411.030688	2.123243
411.042477	2.145467
411.0542665	2.114534
411.0660555	2.082505
411.0778445	2.093729
411.0896335	2.070393
411.1014225	2.06575
411.113211	2.096302
411.125	2.102526
